"TIME","y6","u"
3.043183527,1.00021,5
3.043810587,1.00021,5
3.043812885,1.00021,5
3.043983476,1.00021,5
3.044010507,1.00021,5
3.044016918,1.00021,5
3.044097557,1.00021,5
3.044810507,1.00021,5
3.044811706,1.00021,5
3.044897532,1.00021,5
3.045010467,1.00021,5
3.04501423,1.00021,5
3.045054559,1.00021,5
3.045810467,1.00021,5
3.045811067,1.00021,5
3.045854548,1.00021,5
3.046010447,1.00021,5
3.046012885,1.00021,5
3.046033055,1.00021,5
3.046810447,1.00021,5
3.046810747,1.00021,5
3.04683305,1.00021,5
3.047010438,1.00021,5
3.047011706,1.00021,5
3.0470223,1.00021,5
3.047810437,1.00021,5
3.047810587,1.00021,5
3.047822297,1.00021,5
3.047983654,1.00021,5
3.048011067,1.00021,5
3.048016921,1.00021,5
3.048700315,1.00022,5
3.048810507,1.00022,5
3.048816919,1.00022,5
3.048897617,1.00022,5
3.049010747,1.00022,5
3.04901423,1.00022,5
3.049356001,1.00022,5
3.049810467,1.00022,5
3.04981423,1.00022,5
3.049854588,1.00022,5
3.050010587,1.00022,5
3.050012885,1.00022,5
3.050183805,1.00022,5
3.050810447,1.00022,5
3.050812884,1.00022,5
3.050833068,1.00022,5
3.051010507,1.00022,5
3.051011706,1.00022,5
3.051097689,1.00022,5
3.051810437,1.00022,5
3.051811706,1.00022,5
3.051822305,1.00022,5
3.052010467,1.00022,5
3.052011067,1.00022,5
3.052054621,1.00022,5
3.052700874,1.00023,5
3.052811067,1.00023,5
3.052816922,1.00023,5
3.053010447,1.00023,5
3.053010747,1.00023,5
3.053033083,1.00023,5
3.053356269,1.00023,5
3.053810747,1.00023,5
3.05381423,1.00023,5
3.054010438,1.00023,5
3.054010587,1.00023,5
3.054022312,1.00023,5
3.054183934,1.00023,5
3.054810587,1.00023,5
3.054812884,1.00023,5
3.05498391,1.00023,5
3.055010507,1.00023,5
3.055016925,1.00023,5
3.05509775,1.00023,5
3.055810507,1.00024,5
3.055811706,1.00024,5
3.055897739,1.00024,5
3.056010467,1.00024,5
3.056014231,1.00024,5
3.05605465,1.00024,5
3.056810467,1.00024,5
3.056811067,1.00024,5
3.056854645,1.00024,5
3.057010447,1.00024,5
3.057012884,1.00024,5
3.057033096,1.00024,5
3.057810447,1.00025,5
3.057810747,1.00025,5
3.057833094,1.00025,5
3.058010438,1.00025,5
3.058011706,1.00025,5
3.058022318,1.00025,5
3.058810438,1.00025,5
3.058810587,1.00025,5
3.058822317,1.00025,5
3.05898403,1.00025,5
3.059011067,1.00025,5
3.059016927,1.00025,5
3.059701665,1.00026,5
3.059810507,1.00026,5
3.059816927,1.00026,5
3.059897796,1.00026,5
3.060010747,1.00026,5
3.060014231,1.00026,5
3.060356648,1.00026,5
3.060810467,1.00026,5
3.060814231,1.00026,5
3.060854672,1.00026,5
3.061010587,1.00026,5
3.061012883,1.00026,5
3.061184115,1.00027,5
3.061810447,1.00027,5
3.061812883,1.00027,5
3.061833107,1.00027,5
3.062010507,1.00027,5
3.062011706,1.00027,5
3.062097836,1.00027,5
3.062810438,1.00028,5
3.062811706,1.00028,5
3.062822322,1.00028,5
3.063010467,1.00028,5
3.063011067,1.00028,5
3.06305469,1.00028,5
3.063702028,1.00028,5
3.063811067,1.00029,5
3.063816929,1.00029,5
3.064010447,1.00029,5
3.064010747,1.00029,5
3.064033115,1.00029,5
3.064356822,1.00029,5
3.064810747,1.00029,5
3.064814232,1.00029,5
3.065010437,1.0003,5
3.065010587,1.0003,5
3.065022325,1.0003,5
3.065184197,1.0003,5
3.065810587,1.0003,5
3.065812883,1.0003,5
3.065984202,1.00031,5
3.066010507,1.00031,5
3.06601693,1.00031,5
3.066097875,1.00031,5
3.066810507,1.00031,5
3.066811706,1.00031,5
3.066897878,1.00031,5
3.067010467,1.00032,5
3.067014232,1.00032,5
3.067054709,1.00032,5
3.067810467,1.00032,5
3.067811067,1.00032,5
3.067854711,1.00033,5
3.068010447,1.00033,5
3.068012883,1.00033,5
3.068033123,1.00033,5
3.068810447,1.00034,5
3.068810747,1.00034,5
3.068833124,1.00034,5
3.069010437,1.00034,5
3.069011706,1.00034,5
3.069022329,1.00034,5
3.069810438,1.00035,5
3.069810587,1.00035,5
3.06982233,1.00035,5
3.069984282,1.00035,5
3.070011067,1.00035,5
3.070016931,1.00035,5
3.070702534,1.00036,5
3.070810507,1.00036,5
3.070816932,1.00036,5
3.070897917,1.00036,5
3.071010747,1.00037,5
3.071014232,1.00037,5
3.071357063,1.00037,5
3.071810467,1.00038,5
3.071814232,1.00038,5
3.071854729,1.00038,5
3.072010587,1.00038,5
3.072012882,1.00038,5
3.072184312,1.00038,5
3.072810447,1.00039,5
3.072812882,1.00039,5
3.072833133,1.00039,5
3.073010507,1.0004,5
3.073011706,1.0004,5
3.073097929,1.0004,5
3.073810438,1.00041,5
3.073811706,1.00041,5
3.073822333,1.00041,5
3.074010467,1.00041,5
3.074011067,1.00041,5
3.074054734,1.00041,5
3.074702759,1.00042,5
3.074811067,1.00043,5
3.074816933,1.00043,5
3.075010447,1.00043,5
3.075010747,1.00043,5
3.075033135,1.00043,5
3.075357171,1.00044,5
3.075810747,1.00045,5
3.075814232,1.00045,5
3.076010437,1.00045,5
3.076010587,1.00045,5
3.076022334,1.00045,5
3.076184363,1.00045,5
3.076810587,1.00047,5
3.076812882,1.00047,5
3.076984395,1.00047,5
3.077010507,1.00047,5
3.077016933,1.00047,5
3.077097953,1.00047,5
3.077810507,1.00049,5
3.077811706,1.00049,5
3.07789797,1.00049,5
3.078010467,1.00049,5
3.078014232,1.00049,5
3.078054745,1.00049,5
3.078810467,1.00051,5
3.078811067,1.00051,5
3.078854754,1.00051,5
3.079010447,1.00051,5
3.079012882,1.00051,5
3.07903314,1.00051,5
3.079810447,1.00053,5
3.079810747,1.00053,5
3.079833144,1.00053,5
3.080010437,1.00054,5
3.080011706,1.00054,5
3.080022336,1.00054,5
3.080810437,1.00056,5
3.080810587,1.00056,5
3.080822338,1.00056,5
3.080984447,1.00056,5
3.081011067,1.00056,5
3.081016934,1.00056,5
3.081703062,1.00058,5
3.081810507,1.00059,5
3.081816935,1.00059,5
3.081897994,1.00059,5
3.082010747,1.00059,5
3.082014233,1.00059,5
3.082357314,1.0006,5
3.082810467,1.00061,5
3.082814233,1.00061,5
3.082854765,1.00061,5
3.083010587,1.00062,5
3.083012882,1.00062,5
3.083184431,1.00062,5
3.083810447,1.00064,5
3.083812882,1.00064,5
3.083833149,1.00064,5
3.084010507,1.00065,5
3.084011706,1.00065,5
3.084097985,1.00065,5
3.084810437,1.00068,5
3.084811706,1.00068,5
3.08482234,1.00068,5
3.085010467,1.00068,5
3.085011067,1.00068,5
3.085054759,1.00068,5
3.085703188,1.00071,5
3.085811067,1.00071,5
3.085816936,1.00071,5
3.086010447,1.00072,5
3.086010747,1.00072,5
3.086033146,1.00072,5
3.086357373,1.00073,5
3.086810747,1.00074,5
3.086814233,1.00074,5
3.087010438,1.00075,5
3.087010587,1.00075,5
3.087022339,1.00075,5
3.087184458,1.00076,5
3.087810587,1.00078,5
3.087812882,1.00078,5
3.087984516,1.00079,5
3.088010507,1.00079,5
3.088016935,1.00079,5
3.088097997,1.00079,5
3.088810507,1.00082,5
3.088811706,1.00082,5
3.088898027,1.00082,5
3.089010467,1.00083,5
3.089014233,1.00083,5
3.089054765,1.00083,5
3.089810467,1.00086,5
3.089811067,1.00086,5
3.08985478,1.00086,5
3.090010447,1.00087,5
3.090012882,1.00087,5
3.090033148,1.00087,5
3.090810447,1.00091,5
3.090810747,1.00091,5
3.090833156,1.00091,5
3.091010438,1.00091,5
3.091011706,1.00091,5
3.09102234,1.00092,5
3.091810438,1.00095,5
3.091810587,1.00095,5
3.091822343,1.00095,5
3.091984546,1.00096,5
3.092011067,1.00096,5
3.092016935,1.00096,5
3.092703339,1.00099,5
3.092810507,1.001,5
3.092816937,1.001,5
3.092898041,1.001,5
3.093010747,1.00101,5
3.093014233,1.00101,5
3.093357442,1.00103,5
3.093810467,1.00105,5
3.093814233,1.00105,5
3.093854787,1.00105,5
3.094010587,1.00106,5
3.094012882,1.00106,5
3.09418449,1.00107,5
3.094810447,1.0011,5
3.094812882,1.0011,5
3.094833159,1.0011,5
3.095010507,1.00111,5
3.095011706,1.00111,5
3.095098011,1.00112,5
3.095810438,1.00116,5
3.095811706,1.00116,5
3.095822345,1.00116,5
3.096010467,1.00117,5
3.096011067,1.00117,5
3.096054771,1.00117,5
3.09670339,1.00121,5
3.096811067,1.00122,5
3.096816937,1.00122,5
3.097010447,1.00123,5
3.097010747,1.00123,5
3.097033151,1.00123,5
3.097357465,1.00125,5
3.097810747,1.00128,5
3.097814233,1.00128,5
3.098010438,1.00129,5
3.098010587,1.00129,5
3.098022341,1.00129,5
3.098184499,1.0013,5
3.098810587,1.00134,5
3.098812881,1.00134,5
3.098984581,1.00135,5
3.099010507,1.00135,5
3.099016936,1.00135,5
3.099098015,1.00136,5
3.099810507,1.00141,5
3.099811706,1.00141,5
3.099898057,1.00141,5
3.100010467,1.00142,5
3.100014233,1.00142,5
3.100054773,1.00142,5
3.100810467,1.00148,5
3.100811067,1.00148,5
3.100854794,1.00148,5
3.101010447,1.00149,5
3.101012881,1.00149,5
3.101033152,1.00149,5
3.101810447,1.00155,5
3.101810747,1.00155,5
3.101833162,1.00155,5
3.102010437,1.00156,5
3.102011706,1.00156,5
3.102022341,1.00156,5
3.102810438,1.00162,5
3.102810587,1.00162,5
3.102822346,1.00163,5
3.102984594,1.00164,5
3.103011067,1.00164,5
3.103016936,1.00164,5
3.103703425,1.00169,5
3.103810507,1.0017,5
3.103816938,1.0017,5
3.103898063,1.00171,5
3.104010747,1.00172,5
3.104014233,1.00172,5
3.104357477,1.00175,5
3.104810467,1.00179,5
3.104814234,1.00179,5
3.104854797,1.00179,5
3.105010587,1.0018,5
3.105012881,1.0018,5
3.105184503,1.00182,5
3.105810447,1.00187,5
3.105812881,1.00187,5
3.105833163,1.00187,5
3.106010507,1.00189,5
3.106011706,1.00189,5
3.106098016,1.0019,5
3.106810438,1.00196,5
3.106811706,1.00196,5
3.106822346,1.00196,5
3.107010467,1.00198,5
3.107011067,1.00198,5
3.107054773,1.00198,5
3.107703417,1.00204,5
3.107811067,1.00205,5
3.107816938,1.00205,5
3.108010447,1.00207,5
3.108010747,1.00207,5
3.108033151,1.00207,5
3.108357471,1.00211,5
3.1085899,1.00213,5
3.10861017,1.00213,5
3.108634156,1.00213,5
3.108715236,1.00214,5
3.108810747,1.00215,5
3.108814234,1.00215,5
3.109010437,1.00217,5
3.109010587,1.00217,5
3.109022341,1.00217,5
3.109184499,1.00219,5
3.109810587,1.00225,5
3.109812881,1.00225,5
3.109984603,1.00227,5
3.110010507,1.00227,5
3.110016935,1.00227,5
3.110098014,1.00228,5
3.110810507,1.00236,5
3.110811706,1.00236,5
3.110898066,1.00236,5
3.111010467,1.00238,5
3.111014233,1.00238,5
3.111054771,1.00238,5
3.111810467,1.00246,5
3.111811067,1.00246,5
3.111854798,1.00247,5
3.112010447,1.00249,5
3.112012881,1.00249,5
3.112033151,1.00249,5
3.112810447,1.00258,5
3.112810747,1.00258,5
3.112833164,1.00258,5
3.113010437,1.0026,5
3.113011706,1.0026,5
3.11302234,1.0026,5
3.113810437,1.00269,5
3.113810587,1.00269,5
3.113822346,1.00269,5
3.113984602,1.00271,5
3.114011067,1.00272,5
3.114016935,1.00272,5
3.11470336,1.0028,5
3.114810507,1.00281,5
3.114816938,1.00282,5
3.114898065,1.00283,5
3.115010747,1.00284,5
3.115014233,1.00284,5
3.115357439,1.00288,5
3.115810447,1.00294,5
3.115812881,1.00294,5
3.115833163,1.00294,5
3.116010507,1.00297,5
3.116011706,1.00297,5
3.116098006,1.00298,5
3.116487146,1.00303,5
3.116810747,1.00307,5
3.116814227,1.00307,5
3.117010437,1.0031,5
3.117010587,1.0031,5
3.117022385,1.0031,5
3.117185553,1.00312,5
3.117810587,1.00321,5
3.117812799,1.00321,5
3.117995657,1.00323,5
3.118010507,1.00323,5
3.118017058,1.00324,5
3.118101921,1.00325,5
3.118810507,1.00335,5
3.118811706,1.00335,5
3.118905606,1.00336,5
3.119010467,1.00338,5
3.119014244,1.00338,5
3.119057816,1.00338,5
3.119810467,1.00349,5
3.119811067,1.00349,5
3.119859341,1.0035,5
3.120010447,1.00352,5
3.120012778,1.00352,5
3.120035032,1.00352,5
3.120810447,1.00364,5
3.120810747,1.00364,5
3.120835685,1.00365,5
3.121010437,1.00367,5
3.121011706,1.00367,5
3.121023346,1.00367,5
3.121810437,1.0038,5
3.121810587,1.0038,5
3.121823623,1.0038,5
3.122009776,1.00383,5
3.122011067,1.00383,5
3.122017371,1.00383,5
3.122797305,1.00396,5
3.122810507,1.00396,5
3.122817481,1.00396,5
3.12291186,1.00397,5
3.123011067,1.00399,5
3.123017436,1.00399,5
3.123808801,1.00412,5
3.123810507,1.00412,5
3.123817542,1.00412,5
3.123913142,1.00414,5
3.124011067,1.00416,5
3.124017498,1.00416,5
3.124810437,1.00429,5
3.124810587,1.00429,5
3.124824052,1.0043,5
3.125010437,1.00433,5
3.125011706,1.00433,5
3.125023952,1.00433,5
3.125810447,1.00447,5
3.125810747,1.00447,5
3.125837229,1.00448,5
3.126010447,1.00451,5
3.126012764,1.00451,5
3.126037022,1.00451,5
3.126810467,1.00466,5
3.126811067,1.00466,5
3.12686387,1.00466,5
3.127010467,1.00469,5
3.127014401,1.00469,5
3.127063452,1.0047,5
3.127810507,1.00484,5
3.127811707,1.00484,5
3.127917687,1.00486,5
3.128010507,1.00488,5
3.128017726,1.00488,5
3.128116855,1.0049,5
3.128810587,1.00504,5
3.128812777,1.00504,5
3.129010437,1.00508,5
3.129010587,1.00508,5
3.129024454,1.00508,5
3.129224693,1.00512,5
3.129810747,1.00524,5
3.129814479,1.00524,5
3.130010447,1.00528,5
3.130010747,1.00528,5
3.130038047,1.00529,5
3.130442357,1.00537,5
3.130811067,1.00545,5
3.130817926,1.00545,5
3.131010467,1.00549,5
3.131011067,1.00549,5
3.131065487,1.0055,5
3.131810438,1.00566,5
3.131811707,1.00566,5
3.131824888,1.00566,5
3.132010507,1.0057,5
3.132011706,1.0057,5
3.132120847,1.00573,5
3.132810447,1.00588,5
3.1328128,1.00588,5
3.132838938,1.00589,5
3.133010587,1.00593,5
3.133012795,1.00593,5
3.133232498,1.00598,5
3.133237093,1.00598,5
3.133250825,1.00598,5
3.133458419,1.00603,5
3.133810747,1.00611,5
3.133814564,1.00611,5
3.134010447,1.00615,5
3.134010747,1.00615,5
3.134038967,1.00616,5
3.134457621,1.00626,5
3.134811067,1.00634,5
3.134818127,1.00634,5
3.135010467,1.00639,5
3.135011067,1.00639,5
3.135067323,1.0064,5
3.135810438,1.00658,5
3.135811707,1.00658,5
3.135825317,1.00659,5
3.136010507,1.00663,5
3.136011706,1.00663,5
3.136124483,1.00666,5
3.136810447,1.00683,5
3.13681283,1.00683,5
3.136839814,1.00684,5
3.137010587,1.00688,5
3.137012823,1.00688,5
3.137239679,1.00694,5
3.137810467,1.00708,5
3.137814651,1.00709,5
3.137869029,1.0071,5
3.138010747,1.00714,5
3.138014631,1.00714,5
3.1384718,1.00726,5
3.138810507,1.00735,5
3.138818326,1.00735,5
3.138927896,1.00738,5
3.139011067,1.0074,5
3.13901828,1.0074,5
3.139810438,1.00762,5
3.139810587,1.00762,5
3.139825735,1.00762,5
3.140010438,1.00767,5
3.140011706,1.00767,5
3.140025637,1.00767,5
3.140810447,1.00789,5
3.140810747,1.00789,5
3.140840665,1.0079,5
3.141010447,1.00795,5
3.141012859,1.00795,5
3.14104046,1.00796,5
3.141810467,1.00818,5
3.141811067,1.00818,5
3.141870745,1.00819,5
3.142010467,1.00823,5
3.142014722,1.00824,5
3.142070325,1.00825,5
3.142810507,1.00847,5
3.142811707,1.00847,5
3.142929737,1.0085,5
3.143010507,1.00853,5
3.143018469,1.00853,5
3.143130307,1.00857,5
3.143810587,1.00877,5
3.143812859,1.00877,5
3.144010438,1.00883,5
3.144010587,1.00883,5
3.144025821,1.00884,5
3.144247892,1.0089,5
3.144810747,1.00908,5
3.144814679,1.00908,5
3.145010447,1.00914,5
3.145010747,1.00914,5
3.14504042,1.00915,5
3.145481424,1.00929,5
3.145811067,1.0094,5
3.14581829,1.0094,5
3.146010467,1.00946,5
3.146011067,1.00946,5
3.146069414,1.00948,5
3.146810438,1.00972,5
3.146811707,1.00972,5
3.146825458,1.00973,5
3.147010507,1.00979,5
3.147011706,1.00979,5
3.147127001,1.00983,5
3.147810447,1.01005,5
3.147812826,1.01005,5
3.147839692,1.01006,5
3.148010587,1.01012,5
3.148012832,1.01012,5
3.148241389,1.0102,5
3.148810467,1.0104,5
3.148814598,1.0104,5
3.148867962,1.01042,5
3.149010747,1.01047,5
3.149014612,1.01047,5
3.149468614,1.01063,5
3.149810507,1.01075,5
3.149818112,1.01075,5
3.149924113,1.01079,5
3.150011067,1.01082,5
3.150018144,1.01082,5
3.150810438,1.01111,5
3.150810587,1.01111,5
3.150825089,1.01111,5
3.151010438,1.01118,5
3.151011706,1.01118,5
3.151025154,1.01119,5
3.151810447,1.01148,5
3.151810747,1.01148,5
3.151838941,1.01149,5
3.152010447,1.01155,5
3.152012805,1.01155,5
3.152039076,1.01156,5
3.152810467,1.01185,5
3.152811067,1.01185,5
3.15286645,1.01188,5
3.153010467,1.01193,5
3.153014539,1.01193,5
3.153066727,1.01195,5
3.153810507,1.01224,5
3.153811707,1.01224,5
3.153921085,1.01228,5
3.154010507,1.01232,5
3.154017978,1.01232,5
3.154121649,1.01236,5
3.154810587,1.01264,5
3.154812786,1.01264,5
3.155010438,1.01272,5
3.155010587,1.01272,5
3.155024803,1.01272,5
3.155230741,1.01281,5
3.155810747,1.01304,5
3.155814477,1.01305,5
3.156010447,1.01313,5
3.156010747,1.01313,5
3.156038352,1.01314,5
3.156447426,1.01331,5
3.156811067,1.01346,5
3.156817829,1.01346,5
3.157010467,1.01354,5
3.157011067,1.01354,5
3.157065259,1.01357,5
3.157810437,1.01389,5
3.157811707,1.01389,5
3.157824477,1.01389,5
3.158010507,1.01397,5
3.158011706,1.01397,5
3.158118691,1.01402,5
3.158810447,1.01432,5
3.158812772,1.01432,5
3.15883767,1.01433,5
3.159010587,1.01441,5
3.159012774,1.01441,5
3.159224798,1.01451,5
3.159810467,1.01477,5
3.159814417,1.01477,5
3.159863855,1.01479,5
3.160010747,1.01486,5
3.160014429,1.01486,5
3.160435502,1.01505,5
3.160810507,1.01522,5
3.160817675,1.01523,5
3.160915832,1.01527,5
3.161011067,1.01532,5
3.161017707,1.01532,5
3.161810437,1.01569,5
3.161810587,1.01569,5
3.161824133,1.0157,5
3.162010437,1.01579,5
3.162011706,1.01579,5
3.162024206,1.01579,5
3.162810447,1.01617,5
3.162810747,1.01617,5
3.162836939,1.01618,5
3.163010447,1.01626,5
3.163012765,1.01627,5
3.163037099,1.01628,5
3.163810467,1.01666,5
3.163811067,1.01666,5
3.163862344,1.01668,5
3.164010467,1.01675,5
3.164014374,1.01676,5
3.164062682,1.01678,5
3.164810507,1.01715,5
3.164811707,1.01715,5
3.164912737,1.01721,5
3.165010507,1.01726,5
3.165017557,1.01726,5
3.165113444,1.01731,5
3.165810587,1.01766,5
3.165812763,1.01767,5
3.166010437,1.01777,5
3.166010587,1.01777,5
3.166023863,1.01777,5
3.166214163,1.01787,5
3.166810747,1.01818,5
3.166814324,1.01819,5
3.167010447,1.01829,5
3.167010747,1.01829,5
3.167036363,1.0183,5
3.167413972,1.0185,5
3.167811067,1.01872,5
3.167817409,1.01872,5
3.168010447,1.01882,5
3.168010747,1.01882,5
3.168036173,1.01884,5
3.168410744,1.01904,5
3.168810747,1.01926,5
3.168814301,1.01926,5
3.169010437,1.01937,5
3.169010587,1.01937,5
3.169023598,1.01938,5
3.169209335,1.01948,5
3.169810587,1.01981,5
3.169812768,1.01982,5
3.170005943,1.01992,5
3.170010507,1.01993,5
3.170017369,1.01993,5
3.170109447,1.01998,5
3.170810507,1.02038,5
3.170811707,1.02038,5
3.170907706,1.02044,5
3.171010467,1.02049,5
3.171014288,1.0205,5
3.171059922,1.02052,5
3.171810467,1.02096,5
3.171811067,1.02096,5
3.171859035,1.02099,5
3.172010447,1.02108,5
3.17201277,1.02108,5
3.172035379,1.02109,5
3.172810447,1.02155,5
3.172810747,1.02155,5
3.172834935,1.02156,5
3.173010437,1.02167,5
3.173011706,1.02167,5
3.173023224,1.02168,5
3.173810437,1.02215,5
3.173810587,1.02215,5
3.173823015,1.02216,5
3.173998336,1.02226,5
3.174011067,1.02227,5
3.174017213,1.02228,5
3.17476804,1.02274,5
3.174810507,1.02276,5
3.174817128,1.02277,5
3.174903776,1.02282,5
3.175010747,1.02289,5
3.175014248,1.02289,5
3.175385709,1.02312,5
3.175810467,1.02339,5
3.175814233,1.02339,5
3.175857014,1.02342,5
3.176010587,1.02352,5
3.176012794,1.02352,5
3.176196442,1.02364,5
3.176810447,1.02403,5
3.176812821,1.02403,5
3.176833917,1.02404,5
3.177010507,1.02416,5
3.177011706,1.02416,5
3.177102804,1.02422,5
3.177810437,1.02468,5
3.177811707,1.02468,5
3.177822531,1.02469,5
3.178010467,1.02481,5
3.178011067,1.02481,5
3.178056517,1.02484,5
3.17873316,1.02529,5
3.178811067,1.02534,5
3.178816944,1.02535,5
3.179010447,1.02548,5
3.179010747,1.02548,5
3.179033666,1.02549,5
3.179366969,1.02572,5
3.179810747,1.02602,5
3.179814232,1.02602,5
3.180010438,1.02616,5
3.180010587,1.02616,5
3.180022412,1.02617,5
3.180186175,1.02628,5
3.180810587,1.02671,5
3.180812884,1.02671,5
3.180984132,1.02683,5
